Date,Place,Crop,Production
2015-11-30,Tuba,Cabbage,93.744
2015-12-31,Tuba,Cabbage,136.71
2016-01-31,Tuba,Cabbage,16.92
2016-02-29,Tuba,Cabbage,39.48
2016-03-31,Tuba,Cabbage,62.04
2016-04-30,Tuba,Cabbage,39.48
2016-05-31,Tuba,Cabbage,67.68
2016-06-30,Tuba,Cabbage,95.88
2016-07-31,Tuba,Cabbage,5.64
2016-08-31,Tuba,Cabbage,16.92
2016-09-30,Tuba,Cabbage,25.38
2016-10-31,Tuba,Cabbage,28.2
2016-11-30,Tuba,Cabbage,67.68
2016-12-31,Tuba,Cabbage,98.7
2017-01-31,Tuba,Cabbage,9.18
2017-02-28,Tuba,Cabbage,21.42
2017-03-31,Tuba,Cabbage,33.66
2017-04-30,Tuba,Cabbage,21.42
2017-05-31,Tuba,Cabbage,36.72
2017-06-30,Tuba,Cabbage,52.02
2017-07-31,Tuba,Cabbage,3.06
2017-08-31,Tuba,Cabbage,9.18
2017-09-30,Tuba,Cabbage,13.77
2017-10-31,Tuba,Cabbage,15.3
2017-11-30,Tuba,Cabbage,36.72
2017-12-31,Tuba,Cabbage,53.55
2018-01-31,Tuba,Cabbage,7.35
2018-02-28,Tuba,Cabbage,17.15
2018-03-31,Tuba,Cabbage,26.95
2018-04-30,Tuba,Cabbage,17.15
2018-05-31,Tuba,Cabbage,29.4
2018-06-30,Tuba,Cabbage,41.65
2018-07-31,Tuba,Cabbage,2.45
2018-08-31,Tuba,Cabbage,7.35
2018-09-30,Tuba,Cabbage,11.025
2018-10-31,Tuba,Cabbage,12.25
2018-11-30,Tuba,Cabbage,29.4
2018-12-31,Tuba,Cabbage,42.875
2019-01-31,Tuba,Cabbage,5.4
2019-02-28,Tuba,Cabbage,12.6
2019-03-31,Tuba,Cabbage,19.8
2019-04-30,Tuba,Cabbage,12.6
2019-05-31,Tuba,Cabbage,21.6
2019-06-30,Tuba,Cabbage,30.6
2019-07-31,Tuba,Cabbage,1.8
2019-08-31,Tuba,Cabbage,5.4
2019-09-30,Tuba,Cabbage,8.1
2019-10-31,Tuba,Cabbage,9
2019-11-30,Tuba,Cabbage,21.6
2019-12-31,Tuba,Cabbage,31.5
2015-01-31,Tublay,Cabbage,2.543
2015-02-28,Tublay,Cabbage,5.934
2015-03-31,Tublay,Cabbage,9.325
2015-04-30,Tublay,Cabbage,5.934
2015-05-31,Tublay,Cabbage,10.172
2015-06-30,Tublay,Cabbage,14.411
2015-07-31,Tublay,Cabbage,0.848
2015-08-31,Tublay,Cabbage,2.543
2015-09-30,Tublay,Cabbage,3.815
2015-10-31,Tublay,Cabbage,4.239
2015-11-30,Tublay,Cabbage,10.172
2015-12-31,Tublay,Cabbage,14.835
2016-01-31,Tublay,Cabbage,4.968
2016-02-29,Tublay,Cabbage,11.591
2016-03-31,Tublay,Cabbage,18.215
2016-04-30,Tublay,Cabbage,11.591
2016-05-31,Tublay,Cabbage,19.871
2016-06-30,Tublay,Cabbage,28.15
2016-07-31,Tublay,Cabbage,1.656
2016-08-31,Tublay,Cabbage,4.968
2016-09-30,Tublay,Cabbage,7.452
2016-10-31,Tublay,Cabbage,8.28
2016-11-30,Tublay,Cabbage,19.871
2016-12-31,Tublay,Cabbage,28.978
2017-01-31,Tublay,Cabbage,2.61
2017-02-28,Tublay,Cabbage,6.09
2017-03-31,Tublay,Cabbage,9.57
2017-04-30,Tublay,Cabbage,6.09
2017-05-31,Tublay,Cabbage,10.44
2017-06-30,Tublay,Cabbage,14.79
2017-07-31,Tublay,Cabbage,0.87
2017-08-31,Tublay,Cabbage,2.61
2017-09-30,Tublay,Cabbage,3.915
2017-10-31,Tublay,Cabbage,4.35
2017-11-30,Tublay,Cabbage,10.44
2017-12-31,Tublay,Cabbage,15.225
2018-01-31,Tublay,Cabbage,15.945
2018-02-28,Tublay,Cabbage,37.205
2018-03-31,Tublay,Cabbage,58.465
2018-04-30,Tublay,Cabbage,37.205
2018-05-31,Tublay,Cabbage,63.78
2018-06-30,Tublay,Cabbage,90.355
2018-07-31,Tublay,Cabbage,5.315
2018-08-31,Tublay,Cabbage,15.945
2018-09-30,Tublay,Cabbage,23.918
2018-10-31,Tublay,Cabbage,26.575
2018-11-30,Tublay,Cabbage,63.78
2018-12-31,Tublay,Cabbage,93.013
2019-01-31,Tublay,Cabbage,12.315
2019-02-28,Tublay,Cabbage,28.735
2019-03-31,Tublay,Cabbage,45.155
2019-04-30,Tublay,Cabbage,28.735
2019-05-31,Tublay,Cabbage,49.26
2019-06-30,Tublay,Cabbage,69.785
2019-07-31,Tublay,Cabbage,4.105
2019-08-31,Tublay,Cabbage,12.315
2019-09-30,Tublay,Cabbage,18.473
2019-10-31,Tublay,Cabbage,20.525
2019-11-30,Tublay,Cabbage,49.26
2019-12-31,Tublay,Cabbage,71.838
2015-01-31,Atok,Chinese Cabbage,73.61
2015-02-28,Atok,Chinese Cabbage,171.756
2015-03-31,Atok,Chinese Cabbage,269.902
2015-04-30,Atok,Chinese Cabbage,171.756
2015-05-31,Atok,Chinese Cabbage,294.438
2015-06-30,Atok,Chinese Cabbage,417.121
2015-07-31,Atok,Chinese Cabbage,24.537
2015-08-31,Atok,Chinese Cabbage,73.61
2015-09-30,Atok,Chinese Cabbage,110.414
2015-10-31,Atok,Chinese Cabbage,122.683
2015-11-30,Atok,Chinese Cabbage,294.438
2015-12-31,Atok,Chinese Cabbage,429.389
2016-01-31,Atok,Chinese Cabbage,84.396
2016-02-29,Atok,Chinese Cabbage,196.923
2016-03-31,Atok,Chinese Cabbage,309.451
2016-04-30,Atok,Chinese Cabbage,196.923
2016-05-31,Atok,Chinese Cabbage,337.583
2016-06-30,Atok,Chinese Cabbage,478.242
2016-07-31,Atok,Chinese Cabbage,28.132
2016-08-31,Atok,Chinese Cabbage,84.396
2016-09-30,Atok,Chinese Cabbage,126.594
2016-10-31,Atok,Chinese Cabbage,140.66
2016-11-30,Atok,Chinese Cabbage,337.583
2016-12-31,Atok,Chinese Cabbage,492.308
2017-01-31,Atok,Chinese Cabbage,132.08
2017-02-28,Atok,Chinese Cabbage,308.186
2017-03-31,Atok,Chinese Cabbage,484.293
2017-04-30,Atok,Chinese Cabbage,308.186
2017-05-31,Atok,Chinese Cabbage,528.319
2017-06-30,Atok,Chinese Cabbage,748.452
2017-07-31,Atok,Chinese Cabbage,44.027
2017-08-31,Atok,Chinese Cabbage,132.08
2017-09-30,Atok,Chinese Cabbage,198.12
2017-10-31,Atok,Chinese Cabbage,220.133
2017-11-30,Atok,Chinese Cabbage,528.319
2017-12-31,Atok,Chinese Cabbage,770.466
2018-01-31,Atok,Chinese Cabbage,110.397
2018-02-28,Atok,Chinese Cabbage,257.593
2018-03-31,Atok,Chinese Cabbage,404.789
2018-04-30,Atok,Chinese Cabbage,257.593
2018-05-31,Atok,Chinese Cabbage,441.588
2018-06-30,Atok,Chinese Cabbage,625.583
2018-07-31,Atok,Chinese Cabbage,36.799
2018-08-31,Atok,Chinese Cabbage,110.397
2018-09-30,Atok,Chinese Cabbage,165.596
2018-10-31,Atok,Chinese Cabbage,183.995
2018-11-30,Atok,Chinese Cabbage,441.588
2018-12-31,Atok,Chinese Cabbage,643.983
2019-01-31,Atok,Chinese Cabbage,187.388
2019-02-28,Atok,Chinese Cabbage,437.239
2019-03-31,Atok,Chinese Cabbage,687.09
2019-04-30,Atok,Chinese Cabbage,437.239
2019-05-31,Atok,Chinese Cabbage,749.552
2019-06-30,Atok,Chinese Cabbage,1061.866
2019-07-31,Atok,Chinese Cabbage,62.463
2019-08-31,Atok,Chinese Cabbage,187.388
2019-09-30,Atok,Chinese Cabbage,281.082
2019-10-31,Atok,Chinese Cabbage,312.314
2019-11-30,Atok,Chinese Cabbage,749.552
2019-12-31,Atok,Chinese Cabbage,1093.097
2015-01-31,Bakun,Chinese Cabbage,499.062
2015-02-28,Bakun,Chinese Cabbage,1164.478
2015-03-31,Bakun,Chinese Cabbage,1829.894
2015-04-30,Bakun,Chinese Cabbage,1164.478
2015-05-31,Bakun,Chinese Cabbage,1996.248
2015-06-30,Bakun,Chinese Cabbage,2828.018
2015-07-31,Bakun,Chinese Cabbage,166.354
2015-08-31,Bakun,Chinese Cabbage,499.062
2015-09-30,Bakun,Chinese Cabbage,748.593
2015-10-31,Bakun,Chinese Cabbage,831.77
2015-11-30,Bakun,Chinese Cabbage,1996.248
2015-12-31,Bakun,Chinese Cabbage,2911.195
2016-01-31,Bakun,Chinese Cabbage,467.814
2016-02-29,Bakun,Chinese Cabbage,1091.565
2016-03-31,Bakun,Chinese Cabbage,1715.317
2016-04-30,Bakun,Chinese Cabbage,1091.565
2016-05-31,Bakun,Chinese Cabbage,1871.255
2016-06-30,Bakun,Chinese Cabbage,2650.944
2016-07-31,Bakun,Chinese Cabbage,155.938
2016-08-31,Bakun,Chinese Cabbage,467.814
2016-09-30,Bakun,Chinese Cabbage,701.721
2016-10-31,Bakun,Chinese Cabbage,779.69
2016-11-30,Bakun,Chinese Cabbage,1871.255
2016-12-31,Bakun,Chinese Cabbage,2728.913
2017-01-31,Bakun,Chinese Cabbage,496.469
2017-02-28,Bakun,Chinese Cabbage,1158.429
2017-03-31,Bakun,Chinese Cabbage,1820.388
2017-04-30,Bakun,Chinese Cabbage,1158.429
2017-05-31,Bakun,Chinese Cabbage,1985.878
2017-06-30,Bakun,Chinese Cabbage,2813.327
2017-07-31,Bakun,Chinese Cabbage,165.49
2017-08-31,Bakun,Chinese Cabbage,496.469
2017-09-30,Bakun,Chinese Cabbage,744.704
2017-10-31,Bakun,Chinese Cabbage,827.449
2017-11-30,Bakun,Chinese Cabbage,1985.878
2017-12-31,Bakun,Chinese Cabbage,2896.072
2018-01-31,Bakun,Chinese Cabbage,567.113
2018-02-28,Bakun,Chinese Cabbage,1323.263
2018-03-31,Bakun,Chinese Cabbage,2079.413
2018-04-30,Bakun,Chinese Cabbage,1323.263
2018-05-31,Bakun,Chinese Cabbage,2268.45
2018-06-30,Bakun,Chinese Cabbage,3213.638
2018-07-31,Bakun,Chinese Cabbage,189.038
2018-08-31,Bakun,Chinese Cabbage,567.113
2018-09-30,Bakun,Chinese Cabbage,850.669
2018-10-31,Bakun,Chinese Cabbage,945.188
2018-11-30,Bakun,Chinese Cabbage,2268.45
2018-12-31,Bakun,Chinese Cabbage,3308.156
2019-01-31,Bakun,Chinese Cabbage,538.567
2019-02-28,Bakun,Chinese Cabbage,1256.656
2019-03-31,Bakun,Chinese Cabbage,1974.745
2019-04-30,Bakun,Chinese Cabbage,1256.656
2019-05-31,Bakun,Chinese Cabbage,2154.268
2019-06-30,Bakun,Chinese Cabbage,3051.879
2019-07-31,Bakun,Chinese Cabbage,179.522
2019-08-31,Bakun,Chinese Cabbage,538.567
2019-09-30,Bakun,Chinese Cabbage,807.85
2019-10-31,Bakun,Chinese Cabbage,897.612
2019-11-30,Bakun,Chinese Cabbage,2154.268
2019-12-31,Bakun,Chinese Cabbage,3141.64
2015-01-31,Bokod,Chinese Cabbage,18.149
2015-02-28,Bokod,Chinese Cabbage,42.347
2015-03-31,Bokod,Chinese Cabbage,66.545
2015-04-30,Bokod,Chinese Cabbage,42.347
2015-05-31,Bokod,Chinese Cabbage,72.594
2015-06-30,Bokod,Chinese Cabbage,102.842
2015-07-31,Bokod,Chinese Cabbage,6.05
2015-08-31,Bokod,Chinese Cabbage,18.149
2015-09-30,Bokod,Chinese Cabbage,27.223
2015-10-31,Bokod,Chinese Cabbage,30.248
2015-11-30,Bokod,Chinese Cabbage,72.594
2015-12-31,Bokod,Chinese Cabbage,105.866
2016-01-31,Bokod,Chinese Cabbage,17.325
2016-02-29,Bokod,Chinese Cabbage,40.425
2016-03-31,Bokod,Chinese Cabbage,63.525
2016-04-30,Bokod,Chinese Cabbage,40.425
2016-05-31,Bokod,Chinese Cabbage,69.3
2016-06-30,Bokod,Chinese Cabbage,98.175
2016-07-31,Bokod,Chinese Cabbage,5.775
2016-08-31,Bokod,Chinese Cabbage,17.325
2016-09-30,Bokod,Chinese Cabbage,25.988
2016-10-31,Bokod,Chinese Cabbage,28.875
2016-11-30,Bokod,Chinese Cabbage,69.3
2016-12-31,Bokod,Chinese Cabbage,101.063
2017-01-31,Bokod,Chinese Cabbage,29.925
2017-02-28,Bokod,Chinese Cabbage,69.825
2017-03-31,Bokod,Chinese Cabbage,109.725
2017-04-30,Bokod,Chinese Cabbage,69.825
2017-05-31,Bokod,Chinese Cabbage,119.7
2017-06-30,Bokod,Chinese Cabbage,169.575
2017-07-31,Bokod,Chinese Cabbage,9.975
2017-08-31,Bokod,Chinese Cabbage,29.925
2017-09-30,Bokod,Chinese Cabbage,44.888
2017-10-31,Bokod,Chinese Cabbage,49.875
2017-11-30,Bokod,Chinese Cabbage,119.7
2017-12-31,Bokod,Chinese Cabbage,174.563
2018-01-31,Bokod,Chinese Cabbage,28.607
2018-02-28,Bokod,Chinese Cabbage,66.749
2018-03-31,Bokod,Chinese Cabbage,104.891
2018-04-30,Bokod,Chinese Cabbage,66.749
2018-05-31,Bokod,Chinese Cabbage,114.426
2018-06-30,Bokod,Chinese Cabbage,162.104
2018-07-31,Bokod,Chinese Cabbage,9.536
2018-08-31,Bokod,Chinese Cabbage,28.607
2018-09-30,Bokod,Chinese Cabbage,42.91
2018-10-31,Bokod,Chinese Cabbage,47.678
2018-11-30,Bokod,Chinese Cabbage,114.426
2018-12-31,Bokod,Chinese Cabbage,166.871
2019-01-31,Bokod,Chinese Cabbage,34.853
2019-02-28,Bokod,Chinese Cabbage,81.323
2019-03-31,Bokod,Chinese Cabbage,127.793
2019-04-30,Bokod,Chinese Cabbage,81.323
2019-05-31,Bokod,Chinese Cabbage,139.41
2019-06-30,Bokod,Chinese Cabbage,197.498
2019-07-31,Bokod,Chinese Cabbage,11.618
2019-08-31,Bokod,Chinese Cabbage,34.853
2019-09-30,Bokod,Chinese Cabbage,52.279
2019-10-31,Bokod,Chinese Cabbage,58.088
2019-11-30,Bokod,Chinese Cabbage,139.41
2019-12-31,Bokod,Chinese Cabbage,203.306
2015-01-31,Buguias,Chinese Cabbage,802.665
2015-02-28,Buguias,Chinese Cabbage,1872.885
2015-03-31,Buguias,Chinese Cabbage,2943.105
2015-04-30,Buguias,Chinese Cabbage,1872.885
2015-05-31,Buguias,Chinese Cabbage,3210.66
2015-06-30,Buguias,Chinese Cabbage,4548.435
2015-07-31,Buguias,Chinese Cabbage,267.555
2015-08-31,Buguias,Chinese Cabbage,802.665
2015-09-30,Buguias,Chinese Cabbage,1203.998
2015-10-31,Buguias,Chinese Cabbage,1337.775
2015-11-30,Buguias,Chinese Cabbage,3210.66
2015-12-31,Buguias,Chinese Cabbage,4682.213
2016-01-31,Buguias,Chinese Cabbage,743.37
2016-02-29,Buguias,Chinese Cabbage,1734.53
2016-03-31,Buguias,Chinese Cabbage,2725.69
2016-04-30,Buguias,Chinese Cabbage,1734.53
2016-05-31,Buguias,Chinese Cabbage,2973.48
2016-06-30,Buguias,Chinese Cabbage,4212.43
2016-07-31,Buguias,Chinese Cabbage,247.79
2016-08-31,Buguias,Chinese Cabbage,743.37
2016-09-30,Buguias,Chinese Cabbage,1115.055
2016-10-31,Buguias,Chinese Cabbage,1238.95
2016-11-30,Buguias,Chinese Cabbage,2973.48
2016-12-31,Buguias,Chinese Cabbage,4336.325
2017-01-31,Buguias,Chinese Cabbage,799.62
2017-02-28,Buguias,Chinese Cabbage,1865.78
2017-03-31,Buguias,Chinese Cabbage,2931.94
2017-04-30,Buguias,Chinese Cabbage,1865.78
2017-05-31,Buguias,Chinese Cabbage,3198.48
2017-06-30,Buguias,Chinese Cabbage,4531.18
2017-07-31,Buguias,Chinese Cabbage,266.54
2017-08-31,Buguias,Chinese Cabbage,799.62
2017-09-30,Buguias,Chinese Cabbage,1199.43
2017-10-31,Buguias,Chinese Cabbage,1332.7
2017-11-30,Buguias,Chinese Cabbage,3198.48
2017-12-31,Buguias,Chinese Cabbage,4664.45
2018-01-31,Buguias,Chinese Cabbage,615.66
2018-02-28,Buguias,Chinese Cabbage,1436.54
2018-03-31,Buguias,Chinese Cabbage,2257.42
2018-04-30,Buguias,Chinese Cabbage,1436.54
2018-05-31,Buguias,Chinese Cabbage,2462.64
2018-06-30,Buguias,Chinese Cabbage,3488.74
2018-07-31,Buguias,Chinese Cabbage,205.22
2018-08-31,Buguias,Chinese Cabbage,615.66
2018-09-30,Buguias,Chinese Cabbage,923.49
2018-10-31,Buguias,Chinese Cabbage,1026.1
2018-11-30,Buguias,Chinese Cabbage,2462.64
2018-12-31,Buguias,Chinese Cabbage,3591.35
2019-01-31,Buguias,Chinese Cabbage,699.63
2019-02-28,Buguias,Chinese Cabbage,1632.47
2019-03-31,Buguias,Chinese Cabbage,2565.31
2019-04-30,Buguias,Chinese Cabbage,1632.47
2019-05-31,Buguias,Chinese Cabbage,2798.52
2019-06-30,Buguias,Chinese Cabbage,3964.57
2019-07-31,Buguias,Chinese Cabbage,233.21
2019-08-31,Buguias,Chinese Cabbage,699.63
2019-09-30,Buguias,Chinese Cabbage,1049.445
2019-10-31,Buguias,Chinese Cabbage,1166.05
2019-11-30,Buguias,Chinese Cabbage,2798.52
2019-12-31,Buguias,Chinese Cabbage,4081.175
2015-01-31,Itogon,Chinese Cabbage,22.5
2015-02-28,Itogon,Chinese Cabbage,52.5
2015-03-31,Itogon,Chinese Cabbage,82.5
2015-04-30,Itogon,Chinese Cabbage,52.5
2015-05-31,Itogon,Chinese Cabbage,90
2015-06-30,Itogon,Chinese Cabbage,127.5
2015-07-31,Itogon,Chinese Cabbage,7.5
2015-08-31,Itogon,Chinese Cabbage,22.5
2015-09-30,Itogon,Chinese Cabbage,33.75
2015-10-31,Itogon,Chinese Cabbage,37.5
2015-11-30,Itogon,Chinese Cabbage,90
2015-12-31,Itogon,Chinese Cabbage,131.25
2016-01-31,Itogon,Chinese Cabbage,23.85
2016-02-29,Itogon,Chinese Cabbage,55.65
2016-03-31,Itogon,Chinese Cabbage,87.45
2016-04-30,Itogon,Chinese Cabbage,55.65
2016-05-31,Itogon,Chinese Cabbage,95.4
2016-06-30,Itogon,Chinese Cabbage,135.15
2016-07-31,Itogon,Chinese Cabbage,7.95
2016-08-31,Itogon,Chinese Cabbage,23.85
2016-09-30,Itogon,Chinese Cabbage,35.775
2016-10-31,Itogon,Chinese Cabbage,39.75
2016-11-30,Itogon,Chinese Cabbage,95.4
2016-12-31,Itogon,Chinese Cabbage,139.125
2017-01-31,Itogon,Chinese Cabbage,23.85
2017-02-28,Itogon,Chinese Cabbage,55.65
2017-03-31,Itogon,Chinese Cabbage,87.45
2017-04-30,Itogon,Chinese Cabbage,55.65
2017-05-31,Itogon,Chinese Cabbage,95.4
2017-06-30,Itogon,Chinese Cabbage,135.15
2017-07-31,Itogon,Chinese Cabbage,7.95
2017-08-31,Itogon,Chinese Cabbage,23.85
2017-09-30,Itogon,Chinese Cabbage,35.775
2017-10-31,Itogon,Chinese Cabbage,39.75
2017-11-30,Itogon,Chinese Cabbage,95.4
2017-12-31,Itogon,Chinese Cabbage,139.125
2018-01-31,Itogon,Chinese Cabbage,21.75
2018-02-28,Itogon,Chinese Cabbage,50.75
2018-03-31,Itogon,Chinese Cabbage,79.75
2018-04-30,Itogon,Chinese Cabbage,50.75
2018-05-31,Itogon,Chinese Cabbage,87
2018-06-30,Itogon,Chinese Cabbage,123.25
2018-07-31,Itogon,Chinese Cabbage,7.25
2018-08-31,Itogon,Chinese Cabbage,21.75
2018-09-30,Itogon,Chinese Cabbage,32.625
2018-10-31,Itogon,Chinese Cabbage,36.25
2018-11-30,Itogon,Chinese Cabbage,87
2018-12-31,Itogon,Chinese Cabbage,126.875
2019-01-31,Itogon,Chinese Cabbage,21.75
2019-02-28,Itogon,Chinese Cabbage,50.75
2019-03-31,Itogon,Chinese Cabbage,79.75
2019-04-30,Itogon,Chinese Cabbage,50.75
2019-05-31,Itogon,Chinese Cabbage,87
2019-06-30,Itogon,Chinese Cabbage,123.25
2019-07-31,Itogon,Chinese Cabbage,7.25
2019-08-31,Itogon,Chinese Cabbage,21.75
2019-09-30,Itogon,Chinese Cabbage,32.625
2019-10-31,Itogon,Chinese Cabbage,36.25
2019-11-30,Itogon,Chinese Cabbage,87
2019-12-31,Itogon,Chinese Cabbage,126.875
2015-01-31,Kabayan,Chinese Cabbage,71.4
2015-02-28,Kabayan,Chinese Cabbage,166.6
2015-03-31,Kabayan,Chinese Cabbage,261.8
2015-04-30,Kabayan,Chinese Cabbage,166.6
2015-05-31,Kabayan,Chinese Cabbage,285.6
2015-06-30,Kabayan,Chinese Cabbage,404.6
2015-07-31,Kabayan,Chinese Cabbage,23.8
2015-08-31,Kabayan,Chinese Cabbage,71.4
2015-09-30,Kabayan,Chinese Cabbage,107.1
2015-10-31,Kabayan,Chinese Cabbage,119
2015-11-30,Kabayan,Chinese Cabbage,285.6
2015-12-31,Kabayan,Chinese Cabbage,416.5
2016-01-31,Kabayan,Chinese Cabbage,60.786
2016-02-29,Kabayan,Chinese Cabbage,141.834
2016-03-31,Kabayan,Chinese Cabbage,222.882
2016-04-30,Kabayan,Chinese Cabbage,141.834
2016-05-31,Kabayan,Chinese Cabbage,243.144
2016-06-30,Kabayan,Chinese Cabbage,344.454
2016-07-31,Kabayan,Chinese Cabbage,20.262
2016-08-31,Kabayan,Chinese Cabbage,60.786
2016-09-30,Kabayan,Chinese Cabbage,91.179
2016-10-31,Kabayan,Chinese Cabbage,101.31
2016-11-30,Kabayan,Chinese Cabbage,243.144
2016-12-31,Kabayan,Chinese Cabbage,354.585
2017-01-31,Kabayan,Chinese Cabbage,61.163
2017-02-28,Kabayan,Chinese Cabbage,142.713
2017-03-31,Kabayan,Chinese Cabbage,224.263
2017-04-30,Kabayan,Chinese Cabbage,142.713
2017-05-31,Kabayan,Chinese Cabbage,244.65
2017-06-30,Kabayan,Chinese Cabbage,346.588
2017-07-31,Kabayan,Chinese Cabbage,20.388
2017-08-31,Kabayan,Chinese Cabbage,61.163
2017-09-30,Kabayan,Chinese Cabbage,91.744
2017-10-31,Kabayan,Chinese Cabbage,101.938
2017-11-30,Kabayan,Chinese Cabbage,244.65
2017-12-31,Kabayan,Chinese Cabbage,356.781
2018-01-31,Kabayan,Chinese Cabbage,51.123
2018-02-28,Kabayan,Chinese Cabbage,119.287
2018-03-31,Kabayan,Chinese Cabbage,187.451
2018-04-30,Kabayan,Chinese Cabbage,119.287
2018-05-31,Kabayan,Chinese Cabbage,204.492
2018-06-30,Kabayan,Chinese Cabbage,289.697
2018-07-31,Kabayan,Chinese Cabbage,17.041
2018-08-31,Kabayan,Chinese Cabbage,51.123
2018-09-30,Kabayan,Chinese Cabbage,76.685
2018-10-31,Kabayan,Chinese Cabbage,85.205
2018-11-30,Kabayan,Chinese Cabbage,204.492
2018-12-31,Kabayan,Chinese Cabbage,298.218
2019-01-31,Kabayan,Chinese Cabbage,64.77
2019-02-28,Kabayan,Chinese Cabbage,151.13
2019-03-31,Kabayan,Chinese Cabbage,237.49
2019-04-30,Kabayan,Chinese Cabbage,151.13
2019-05-31,Kabayan,Chinese Cabbage,259.08
2019-06-30,Kabayan,Chinese Cabbage,367.03
2019-07-31,Kabayan,Chinese Cabbage,21.59
2019-08-31,Kabayan,Chinese Cabbage,64.77
2019-09-30,Kabayan,Chinese Cabbage,97.155
2019-10-31,Kabayan,Chinese Cabbage,107.95
2019-11-30,Kabayan,Chinese Cabbage,259.08
2019-12-31,Kabayan,Chinese Cabbage,377.825
2015-01-31,Kapangan,Chinese Cabbage,1.39
2015-02-28,Kapangan,Chinese Cabbage,3.242
2015-03-31,Kapangan,Chinese Cabbage,5.095
2015-04-30,Kapangan,Chinese Cabbage,3.242
2015-05-31,Kapangan,Chinese Cabbage,5.558
2015-06-30,Kapangan,Chinese Cabbage,7.874
2015-07-31,Kapangan,Chinese Cabbage,0.463
2015-08-31,Kapangan,Chinese Cabbage,1.39
2015-09-30,Kapangan,Chinese Cabbage,2.084
2015-10-31,Kapangan,Chinese Cabbage,2.316
2015-11-30,Kapangan,Chinese Cabbage,5.558
2015-12-31,Kapangan,Chinese Cabbage,8.106
2016-01-31,Kapangan,Chinese Cabbage,1.278
2016-02-29,Kapangan,Chinese Cabbage,2.982
2016-03-31,Kapangan,Chinese Cabbage,4.686
2016-04-30,Kapangan,Chinese Cabbage,2.982
2016-05-31,Kapangan,Chinese Cabbage,5.112
2016-06-30,Kapangan,Chinese Cabbage,7.242
2016-07-31,Kapangan,Chinese Cabbage,0.426
2016-08-31,Kapangan,Chinese Cabbage,1.278
2016-09-30,Kapangan,Chinese Cabbage,1.917
2016-10-31,Kapangan,Chinese Cabbage,2.13
2016-11-30,Kapangan,Chinese Cabbage,5.112
2016-12-31,Kapangan,Chinese Cabbage,7.455
2017-01-31,Kapangan,Chinese Cabbage,1.008
2017-02-28,Kapangan,Chinese Cabbage,2.352
2017-03-31,Kapangan,Chinese Cabbage,3.696
2017-04-30,Kapangan,Chinese Cabbage,2.352
2017-05-31,Kapangan,Chinese Cabbage,4.032
2017-06-30,Kapangan,Chinese Cabbage,5.712
2017-07-31,Kapangan,Chinese Cabbage,0.336
2017-08-31,Kapangan,Chinese Cabbage,1.008
2017-09-30,Kapangan,Chinese Cabbage,1.512
2017-10-31,Kapangan,Chinese Cabbage,1.68
2017-11-30,Kapangan,Chinese Cabbage,4.032
2017-12-31,Kapangan,Chinese Cabbage,5.88
2018-01-31,Kapangan,Chinese Cabbage,0.413
2018-02-28,Kapangan,Chinese Cabbage,0.963
2018-03-31,Kapangan,Chinese Cabbage,1.513
2018-04-30,Kapangan,Chinese Cabbage,0.963
2018-05-31,Kapangan,Chinese Cabbage,1.65
2018-06-30,Kapangan,Chinese Cabbage,2.338
2018-07-31,Kapangan,Chinese Cabbage,0.138
2018-08-31,Kapangan,Chinese Cabbage,0.413
2018-09-30,Kapangan,Chinese Cabbage,0.619
2018-10-31,Kapangan,Chinese Cabbage,0.688
2018-11-30,Kapangan,Chinese Cabbage,1.65
2018-12-31,Kapangan,Chinese Cabbage,2.406
2019-01-31,Kapangan,Chinese Cabbage,1.017
2019-02-28,Kapangan,Chinese Cabbage,2.373
2019-03-31,Kapangan,Chinese Cabbage,3.729
2019-04-30,Kapangan,Chinese Cabbage,2.373
2019-05-31,Kapangan,Chinese Cabbage,4.068
2019-06-30,Kapangan,Chinese Cabbage,5.763
2019-07-31,Kapangan,Chinese Cabbage,0.339
2019-08-31,Kapangan,Chinese Cabbage,1.017
2019-09-30,Kapangan,Chinese Cabbage,1.526
2019-10-31,Kapangan,Chinese Cabbage,1.695
2019-11-30,Kapangan,Chinese Cabbage,4.068
2019-12-31,Kapangan,Chinese Cabbage,5.933
2015-01-31,Kibungan,Chinese Cabbage,13.92
2015-02-28,Kibungan,Chinese Cabbage,32.48
2015-03-31,Kibungan,Chinese Cabbage,51.04
2015-04-30,Kibungan,Chinese Cabbage,32.48
2015-05-31,Kibungan,Chinese Cabbage,55.68
2015-06-30,Kibungan,Chinese Cabbage,78.88
2015-07-31,Kibungan,Chinese Cabbage,4.64
2015-08-31,Kibungan,Chinese Cabbage,13.92
2015-09-30,Kibungan,Chinese Cabbage,20.88
2015-10-31,Kibungan,Chinese Cabbage,23.2
2015-11-30,Kibungan,Chinese Cabbage,55.68
2015-12-31,Kibungan,Chinese Cabbage,81.2
2016-01-31,Kibungan,Chinese Cabbage,28.41
2016-02-29,Kibungan,Chinese Cabbage,66.29
2016-03-31,Kibungan,Chinese Cabbage,104.17
2016-04-30,Kibungan,Chinese Cabbage,66.29
2016-05-31,Kibungan,Chinese Cabbage,113.64
2016-06-30,Kibungan,Chinese Cabbage,160.99
2016-07-31,Kibungan,Chinese Cabbage,9.47
